,Altitude,Latitude,Longitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers
10413,1565.8,34.256667,-111.33916599999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10414,10965.0,28.985277000000004,-95.510278,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PUBLIC AIRCRAFT,0,0,0,1,VMC,MANEUVERING,1
10415,18.9,28.473611,-82.455278,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10416,1186.2,44.480278000000006,-103.783056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10417,118.3,46.514722,-122.791944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAXI,1
10418,1036.9,35.259444,-113.938055,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10419,36.3,30.362778000000002,-82.226111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10420,1214.1,35.135,-118.43916599999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,LANDING,1
10421,576.0,62.084166,-152.7175,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,OTHER WORK USE,0,0,0,1,VMC,LANDING,1
10422,843.0,63.966667,-147.25,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10423,429.2,34.111389,-117.68722199999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10424,953.0,64.0,-148.583333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10425,215.1,42.543054999999995,-83.177778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
10426,297.9,41.303056,-95.893889,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,TAXI,1
10427,467.7,43.369723,-95.759167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
10428,354.4,40.175,-80.646111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10429,12391.699999999999,31.586665999999997,-94.611111,INCIDENT,MINOR,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,CRUISE,1
10430,505.2,63.316667,-142.95611100000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10431,73.8,34.346666,-119.0575,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
10432,2277.5,37.659721999999995,-112.12888899999999,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10433,599.7,61.992777000000004,-148.298055,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10434,1042.0,44.094444,-121.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10435,68.6,44.637777,-123.059444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10436,167.1,39.841111,-77.274445,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10437,25.3,30.277778,-81.806111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAXI,1
10438,12349.599999999999,40.442777,-76.441666,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,CRUISE,1
10439,1206.6,39.498889,-118.74861100000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAXI,1
10440,367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10441,281.2,38.233333,-91.164167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10442,189.0,36.034721999999995,-95.976389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10443,447.3,39.015556,-94.21305600000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
10444,323.2,68.4075,-161.354444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10445,279.5,42.271111,-84.96333299999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10446,250.7,30.477778000000004,-98.121111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10447,300.3,34.259167,-118.41333300000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10448,477.6,62.155,-145.454444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PUBLIC AIRCRAFT,0,0,0,1,VMC,LANDING,1
10449,215.9,46.479167,-84.36833399999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10450,182.7,42.790555,-86.1625,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10451,2328.7,39.725556,-108.13888899999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,LANDING,1
10452,555.2,39.923334000000004,-76.876667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
10453,31.3,60.546666,-161.10333300000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PUBLIC AIRCRAFT,0,0,0,1,VMC,LANDING,1
10454,257.7,42.2,-83.733333,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,0,0,0,1,VMC,LANDING,1
10455,350.1,38.903889,-97.235833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10456,12140.199999999999,47.85,-95.526945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,MANEUVERING,1
10457,12301.9,42.035555,-86.468611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,MANEUVERING,1
10458,23.1,61.186944,-149.954444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
10459,23.5,29.622222999999998,-95.656389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,STANDING,1
10460,79.0,32.460556,-85.68,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,LANDING,1
10461,89.8,47.267778,-122.578056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10462,1068.4,65.0,-145.02111100000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10463,1532.4,39.668056,-119.87638899999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10464,121.8,41.066945000000004,-73.7075,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10465,368.7,40.245833000000005,-80.012222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10466,474.5,41.305278,-91.65527800000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,APPROACH,1
10467,1779.2,39.57,-104.849166,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10468,102.5,38.585,-77.706389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10469,1311.0,40.891110999999995,-117.803611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10470,108.0,62.318889,-150.089444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10471,364.0,46.219722999999995,-116.01361100000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,LANDING,1
10472,959.6,44.304444000000004,-121.539166,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,LANDING,1
10473,382.0,38.790833,-97.651944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
10474,2073.2,38.940554999999996,-104.568611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
10475,1745.4,34.518611,-109.37888899999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10476,12139.4,35.601944,-97.70611099999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,CRUISE,1
10477,139.3,30.924445000000002,-97.356111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
10478,143.6,32.709167,-96.267223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,LANDING,1
10479,510.4,62.05,-151.816667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
10480,187.1,44.625278,-86.20083299999999,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
10481,12186.3,34.992777000000004,-97.34222199999999,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,MANEUVERING,1
10482,3.2,28.732778000000003,-81.078611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10483,157.0,36.769723,-88.584722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10484,203.7,34.606944,-120.075556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10485,649.5,32.290277,-111.34,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
10486,274.8,45.606389,-122.18416599999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
10487,795.5,48.840833,-117.28388899999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10488,95.2,44.186665999999995,-70.226389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,LANDING,1
10489,1864.2,38.805556,-104.700556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10490,505.2,63.316667,-142.95,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10491,314.1,38.806944,-94.95611099999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
10492,1525.6,40.451111,-105.006667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10493,405.0,29.954166999999998,-98.787777,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10494,1797.7,39.32,-120.139444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10495,161.5,34.333056,-92.76138900000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10496,240.8,42.696666,-88.305,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10497,319.5,40.603333,-79.826111,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10498,556.3,39.103333,-84.418611,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,APPROACH,1
10499,229.3,41.906944,-88.24805500000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10500,102.5,37.225278,-89.57083399999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAXI,1
10501,295.5,37.151666999999996,-94.49805500000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10502,229.6,39.045277,-85.605556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10503,9.4,59.503333,-139.660278,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,LANDING,1
10504,1813.4,44.539722,-115.37,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10505,12379.699999999999,34.084165999999996,-89.88444399999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,MANEUVERING,1
10506,12274.199999999999,38.326389,-81.72444499999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,GO-AROUND,1
10507,11980.0,31.774722999999998,-100.036111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,CRUISE,1
10508,853.0,32.036389,-102.100833,INCIDENT,MINOR,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10509,825.8,45.290277,-118.007222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10510,321.6,41.644444,-75.363056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,APPROACH,1
10511,181.2,42.728056,-87.806944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10512,85.0,34.958611,-92.49638900000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
10513,210.0,32.460833,-96.890277,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
10514,234.5,39.466945,-77.017778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,STANDING,1
10515,437.8,40.476945,-88.91583299999999,NON-FATAL,SUBSTANTIAL,1,UNKNOWN,PERSONAL,0,0,0,1,VMC,DESCENT,1
10516,410.0,47.386666,-92.838889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10517,1253.0,31.881110999999997,-106.704722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,APPROACH,1
10518,92.0,34.423889,-92.47416700000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10519,33.6,37.501944,-77.125556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10520,142.8,42.281945,-72.214722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10521,12.5,60.873334,-162.524445,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10522,1533.9,40.158611,-105.158056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,APPROACH,1
10523,579.4,32.672778,-95.506389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,APPROACH,1
10524,259.9,39.843333,-85.896666,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10525,1541.1,44.9225,-116.061944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,DESCENT,1
10526,373.8,40.7725,-80.391389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10527,1771.0,35.145277,-106.795277,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10528,118.1,32.516389000000004,-84.938889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10529,212.8,35.703056,-94.934722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PUBLIC AIRCRAFT,0,0,0,1,VMC,TAXI,1
10530,668.5,30.463889,-85.68305600000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,APPROACH,1
10531,1568.2,40.278334,-110.05138899999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10532,1512.3,40.459444,-105.01111100000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,STANDING,1
10533,40.2,48.160833000000004,-122.15888899999999,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,POSITIONING,0,0,0,1,VMC,LANDING,1
10534,20.1,44.301389,-68.906389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,1,0,VMC,TAKEOFF,1
10535,199.7,42.351110999999996,-86.255556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,LANDING,1
10536,308.6,39.448055,-80.166945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
10537,384.7,46.224167,-93.858889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10538,199.9,34.987777,-81.057222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10539,1710.7,35.796944,-110.462778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10540,1473.8,30.369166999999997,-104.017223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10541,92.1,38.525278,-77.85972199999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10542,30.7,40.625834000000005,-74.670278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10543,334.5,31.698333,-98.096389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
10544,12449.099999999999,61.083332999999996,-151.183333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,GO-AROUND,1
10545,532.7,43.118611,-77.672223,NON-FATAL,SUBSTANTIAL,1,TURBO JET,PERSONAL,0,1,0,0,VMC,DESCENT,1
10546,296.2,35.1775,-86.06611099999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10547,9192.9,39.570278,-104.84944399999999,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,CRUISE,1
10548,17.9,64.513056,-165.39611100000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10549,371.1,47.399722,-120.21083300000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10550,135.5,38.726667,-90.508333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10551,390.8,34.848055,-82.35,INCIDENT,SUBSTANTIAL,1,RECIPROCATING,OTHER WORK USE,0,0,0,1,VMC,APPROACH,1
10552,52.0,40.875278,-74.281389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10553,5.7,64.512222,-165.445277,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10554,102.0,35.861944,-78.348611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10555,1335.7,41.201667,-112.02138899999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
10556,1006.1,45.9425,-116.12333400000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAXI,1
10557,35.1,44.906944,-68.805,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10558,14.7,39.934444,-74.807222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
10559,373.7,40.772223,-80.391389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10560,295.4,42.633889,-88.601111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10561,76.0,38.6525,-122.89861100000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10562,192.7,41.529167,-75.94694399999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10563,319.4,33.526666999999996,-112.295,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10564,720.2,30.734444,-101.201667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10565,748.4,34.153333,-116.252222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
10566,89.8,47.268056,-122.578056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,IMC,LANDING,1
10567,1354.4,32.289444,-106.921945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10568,109.7,64.541666,-149.071111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10569,853.0,32.036389,-102.101111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10570,45.0,60.8,-151.792777,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAXI,1
10571,1113.7,33.301389,-104.530556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10572,411.0,36.176389,-94.119167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10573,76.9,36.988611,-120.112222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10574,367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,POSITIONING,0,0,1,0,VMC,TAKEOFF,1
10575,187.4,33.049721999999996,-97.232223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10576,308.1,35.274723,-96.675,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10577,38.4,60.77444499999999,-161.840833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,1,0,VMC,TAKEOFF,1
10578,4.8,59.243611,-135.52361100000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10579,378.5,45.51,-91.9825,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
10580,163.8,47.103889,-122.287222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
10581,424.9,45.463056,-69.551389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10582,224.7,42.184166,-73.404167,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10583,659.4,31.248889000000002,-82.395555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
10584,70.5,61.594722,-149.08861100000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10585,657.5,41.985277,-73.964167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
10586,735.1,32.138611,-111.17138899999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
10587,146.0,32.808333000000005,-96.351111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAXI,1
10588,1624.2,40.089721999999995,-108.757778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10589,160.0,33.897777000000005,-117.6025,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
10590,88.4,39.4175,-77.374445,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,FERRY,0,0,0,1,VMC,TAXI,1
10591,604.0,33.128056,-117.28,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
10592,175.8,33.173334000000004,-96.5875,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
